"ID","Description","density","clutterFlags","assetPath0","assetPath01","assetPath02","assetPath03","assetPath04","assetPath05","assetWeight0","assetWeight01","assetWeight02","assetWeight03","assetWeight04","assetWeight05","flag0","flag01","flag02","flag03","flag04","flag05","minScale0","minScale01","minScale02","minScale03","minScale04","minScale05","rotationMin0","rotationMin01","rotationMin02","rotationMin03","rotationMin04","rotationMin05","rotationMax0","rotationMax01","rotationMax02","rotationMax03","rotationMax04","rotationMax05","emissiveGlow00","emissiveGlow01","emissiveGlow02","emissiveGlow03","emissiveGlow04","emissiveGlow05"
48,"NorthernWilds_Snow",1,2,"Art\Terrain\_NorthernWilds\Clutter\snow\Clutter_Snow_Sprigs_NWilds_000.m3","Art\Terrain\_NorthernWilds\Clutter\snow\Clutter_Snow_Sprigs_NWilds_001.m3","Art\Terrain\_NorthernWilds\Clutter\snow\Clutter_Snow_Sprigs_NWilds_002.m3","Art\Terrain\_NorthernWilds\Clutter\snow\Clutter_Snow_Sprigs_NWilds_003.m3","","",0.1,1,1,1,1,1,2,2,2,2,6,6,4,5,3,1,2,2,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
49,"Whitevale_Underwater_Flora",78,0,"Art\Terrain\_Whitevale\_Clutter\Terrain_Underwater_Flora_Whitevale_000\Clutter_Underwater_Flora_Whitevale_000.m3","Art\Terrain\_Whitevale\_Clutter\Terrain_Underwater_Flora_Whitevale_000\Clutter_Underwater_Flora_Whitevale_000.m3","","","","",0.2,0.8,0,0,0,0,4,4,0,0,0,0,0.25,0.15,0,0,0,0,-3.12414,-3.12414,0,0,0,0,3.12414,3.12414,0,0,0,0,0,0,0,0,0,0
50,"Dreadmoor_Clutter_Moss_LargeBubblySmallPlant",150,0,"Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_000.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_001.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_003.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_MudWatery_001.m3","","",20,10,12,5,0,0,6,6,6,2,0,0,7,19,15,7,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0,0,0
51,"Dreadmoor_Clutter_Mud_Watery",5,2,"Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_002.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_004.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_MudWatery_002.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_006.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_MudWatery_001.m3","",0.005,1,1,10,1,0,6,6,6,6,6,0,6,7,7,6,19,0,3.12414,3.12414,-3.12414,-3.12414,0,0,-3.12414,-3.12414,3.12414,3.12414,0,0,0,0,0,0,0,0
52,"Dreadmoor_Clutter_Roots_LargeVeinyMossy_GreenBrow",150,0,"Art\Terrain\_Dreadmoor\Clutter\Clutter_Roots_LargeVeinyMossy_GreenBrown_000.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_Roots_LargeVeinyMossy_GreenBrown_001.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_001.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_002.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_MudWatery_001.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_000.m3",39,13,3,1,1,5,6,6,6,6,6,6,8,11,12,3,11,10,3.08923,3.12414,-3.12414,-3.12414,-3.10669,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.10669,3.12414,0,0,0,0,0,0
53,"Dreadmoor_Clutter_Grass",250,2,"Art\Terrain\_Dreadmoor\Clutter\Clutter_MudWatery_002.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_MudWatery_002.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_004.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_005.m3","","",0.25,0.25,0.05,0.01,0,0,6,6,6,6,0,0,11,11,4,7,0,0,-2.49582,-2.44346,-2.28638,-3.12414,0,0,-0.418879,-0.488692,-0.506146,3.12414,0,0,0,0,0,0,0,0
54,"Dreadmoor_Clay_Mud",75,0,"Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_005.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_MudWatery_002.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_MudWatery_001.m3","","","",1,1,2,0,0,0,6,6,6,0,0,0,6,7,4,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,3.12414,3.12414,3.12414,0,0,0,0,0,0,0,0,0
55,"Dreadmoor_Dirt",8,0,"Art\Terrain\_Dreadmoor\Clutter\Clutter_Moss_LargeBubblySmallPlants_006.m3","Art\Terrain\_Dreadmoor\Clutter\Clutter_MudWatery_001.m3","","","","",1,0.25,1,1,1,5,6,6,0,0,0,0,5,5,12,3,11,10,-3.12414,-3.12414,0,0,0,0,3.12414,3.12414,0,0,0,0,0,0,0,0,0,0
56,"Deradune_Plants",400,0,"Art\Terrain\_Deradune\Clutter\Clutter_Plants_Deradune\clutter_plants_bushy_deradune_001.m3","Art\Terrain\_Deradune\Clutter\Clutter_Plants_Deradune\clutter_plants_bush_deradune_002.m3","Art\Terrain\_Deradune\Clutter\Clutter_Plants_Deradune\clutter_plants_flower_deradune_003.m3","Art\Terrain\_Deradune\Clutter\Clutter_Plants_Deradune\clutter_plants_flower_deradune_004.m3","Art\Terrain\_Deradune\Clutter\Clutter_Plants_Deradune\clutter_plants_bush_deradune_002.m3","",1,1,0.01,0.01,0.01,0,2,2,2,2,2,0,7,7,6,4,15,0,-3.12414,-3.12414,-0.349066,-0.349066,-3.12414,0,3.12414,3.12414,0.349066,0.349066,3.12414,0,0,0,0,0,0,0
57,"Deradune_Grass_Stones",30,2,"Art\Terrain\_Deradune\Clutter\Clutter_Grass_Gravel_Deradune\Clutter_Grass_Gravel_Deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Gravel_Deradune\Clutter_Grass_Gravel_Deradune_002.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Gravel_Deradune\Clutter_Grass_Gravel_Deradune_003.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Gravel_Deradune\Clutter_Grass_Gravel_Deradune_004.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Gravel_Deradune\Clutter_Grass_Gravel_Deradune_005.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Short_Deradune\Clutter_Grass_Short_Deradune_000.m3",1,1,1,1,1,1,6,6,6,6,6,6,1.3,1.58,2,2,1.4,1.3,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
58,"Algoroc_Soft_Grass_VAR_Weeds",200,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Grass_001.m3","","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_003.m3","","","",0.25,0.25,1,0.05,0.2,0.25,6,6,6,6,6,6,1.5,1.75,1.5,1.5,1,3,0,3.12414,1.69297,0,-3.12414,-3.12414,0,-3.12414,0,0,3.12414,3.12414,0,0,0,0,0,0
59,"Algoroc_Soft_Grass_VAR_Hay",496,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_002.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Grass_001.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_005.m3","","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_005.m3","",1.5,1,1,1,1,0.25,6,6,6,6,6,6,0,2,1,0,1,3,-3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,0,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
60,"Algoroc_Soft_Grass_VAR_Flowers_001",250,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_007.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_007.m3","","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_003.m3","","",0.2,0.6,0,0.2,0,0,6,6,6,6,6,6,5,7.5,1,2,1,1,-3.12414,-3.12414,0,-0.523599,1.88496,-3.12414,3.12414,3.12414,0,0.523599,0.279253,3.12414,0,0,0,0,0,0
61,"Algoroc_Soft_Grass_VAR_Flowers_002",250,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_001.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_004.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_005.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_006.m3","","",0.2,0.1,0.04,0.1,1,0.5,6,6,6,6,6,6,1.8,5,2.5,7,0.5,4,-1.39626,-0.733038,-3.12414,-3.12414,-3.12414,-3.12414,-0.698132,1.13446,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
62,"Tech_Metal",52,0,"Art\Terrain\Tech\Clutter\tech_clutter_001.m3","Art\Terrain\Tech\Clutter\tech_clutter_002.m3","Art\Terrain\Tech\Clutter\tech_clutter_003.m3","Art\Terrain\Tech\Clutter\tech_clutter_004.m3","Art\Terrain\Tech\Clutter\tech_clutter_005.m3","",4,2,1,1,3,0,2,2,2,2,2,0,8,9,2,1,6,7,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
63,"Tech_Wires",72,0,"Art\Terrain\Tech\Clutter\tech_clutter_006.m3","Art\Terrain\Tech\Clutter\tech_clutter_007.m3","Art\Terrain\Tech\Clutter\tech_clutter_008.m3","Art\Terrain\Tech\Clutter\tech_clutter_009.m3","Art\Terrain\Tech\Clutter\tech_clutter_010.m3","Art\Terrain\Tech\Clutter\tech_clutter_011.m3",1,1,0.5,1,4,1,2,2,2,2,0,0,3.75,4.5,9,8,10,17,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
64,"Wilderun_Moss_Main",350,2,"Art\Terrain\_Wilderun\Clutter\Clutter_Moss_Wilderun_000.m3","","","","","",1,0.5,0.5,0.5,0.009,0,6,6,6,6,6,6,2.1,1.8,1.2,1.7,0.3,1,-3.12414,-0.0872665,0,-0.0872665,-0.0872665,0,3.12414,0.0872665,0.0872665,0.0872665,0.0872665,0,0,0,0,0,0,0
65,"SandShore_Cattails_000",400,0,"Art\Terrain\Sand\Clutter\clutter_plant_cattail_000.m3","Art\Terrain\Sand\Clutter\clutter_plant_cattail_001.m3","Art\Terrain\Sand\Clutter\clutter_plant_cattail_002.m3","Art\Terrain\Sand\Clutter\clutter_plant_cattail_003.m3","Art\Terrain\Sand\Clutter\clutter_plant_cattail_004.m3","Art\Terrain\Sand\Clutter\clutter_plant_cattail_005.m3",1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,1,1,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
66,"SandShore_LilyPads_000",400,0,"Art\Terrain\Sand\Clutter\clutter_plant_lilypad_000.m3","Art\Terrain\Sand\Clutter\clutter_plant_lilypad_001.m3","Art\Terrain\Sand\Clutter\clutter_plant_lilypad_002.m3","","","",1,1,1,0,0,0,6,6,6,6,6,6,1,1,1,1,1,1,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
67,"Copy of Deradune_Grass_Long",350,0,"Art\Terrain\_Deradune\Clutter\Clutter_Grass_HayLongDirectional_Deradune\Clutter_Grass_HayLongDirectional_Deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_HayLongDirectional_Deradune\Clutter_Grass_HayLongDirectional_Deradune_001.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_HayLongDirectional_Deradune\Clutter_Grass_HayLongDirectional_Deradune_002.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_HayLongDirectional_Deradune\Clutter_Grass_HayLongDirectional_Deradune_002.m3","Art\Terrain\Plant\Clutter\clutter_plant_tallgrass_deradune_000.m3","Art\Terrain\Plant\Clutter\clutter_plant_tallgrass_deradune_001.m3",0.05,0.8,0.04,0.4,1,1,6,6,6,6,6,6,0.5,1.2,3,2.2,1,1,0,0,-0.349066,-0.349066,0,0,0.698132,0,0,0,0,0,0,0,0,0,0,0
68,"UNUSED",249,2,"Art\Terrain\Flower\Clutter\Clutter_Flower_PettledVShape_Blue_000.M3","Art\Terrain\Flower\Clutter\Clutter_Flower_PettledVShape_Blue_001.M3","Art\Terrain\Flower\Clutter\Clutter_Flower_PettledVShape_Blue_002.M3","Art\Terrain\Grass\Clutter\Clutter_Grass_SoftShortDirectional_Green_000.m3","Art\Terrain\Grass\Clutter\Clutter_Grass_SoftShortDirectional_Green_001.m3","Art\Terrain\Grass\Clutter\Clutter_Grass_SoftShortDirectional_Green_002.m3",1,1,1,1,1,1,6,6,6,6,6,6,0.8,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"Rubble_Clutter",62,0,"Art\Terrain\Rubble\Clutter\rubble_clutter_000.m3","Art\Terrain\Rubble\Clutter\rubble_clutter_001.m3","Art\Terrain\Rubble\Clutter\rubble_clutter_002.m3","Art\Terrain\Rubble\Clutter\rubble_clutter_003.m3","Art\Terrain\Rubble\Clutter\rubble_clutter_004.m3","Art\Terrain\Rubble\Clutter\rubble_clutter_007.m3",1,1,1,1,0.5,1,2,2,2,2,2,2,4,4,10,3,2,3,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
70,"Wilderun_Plants_Main",125,2,"Art\Terrain\_Wilderun\Clutter\Clutter_Plants_Wilderun_000.m3","","","","","",1,0.5,0.5,0.5,0.009,0,6,6,6,6,6,6,3.2,1.8,1.2,1.7,0.3,1,-3.12414,-0.0872665,0,-0.0872665,-0.0872665,0,3.12414,0.0872665,0.0872665,0.0872665,0.0872665,0,0,0,0,0,0,0
71,"Wilderun_Plants_Exotic_Main",100,2,"Art\Terrain\_Wilderun\Clutter\Clutter_Plants_Exotic_Wilderun_000.m3","","","","","",1,0.5,0.5,0.5,0.009,0,6,6,6,6,6,6,3,1.8,1.2,1.7,0.3,1,-3.12414,-0.0872665,0,-0.0872665,-0.0872665,0,3.12414,0.0872665,0.0872665,0.0872665,0.0872665,0,0,0,0,0,0,0
72,"Deradune_Plants_TallGrass",287,2,"Art\Terrain\_Deradune\Clutter\Clutter_Grass_Plants_Deradune\clutter_grass_plants_tallgrass_001.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Plants_Deradune\clutter_grass_plants_tallgrass_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Plants_Deradune\clutter_grass_plants_tallgrass_002.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Plants_Deradune\clutter_grass_plants_flower_deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Plants_Deradune\clutter_grass_plants_flower_deradune_001.m3","",1,0.5,0.15,0.01,0.025,0,2,2,2,2,2,0,1.5,2.5,2.75,4,4,1,-0.296706,-0.279253,-0.174533,-3.05433,-3.12414,0,0.174533,0.698132,0.174533,3.12414,3.12414,0,0,0,0,0,0,0
73,"Deradune_GrassShort_Plants",321,0,"Art\Terrain\_Deradune\Clutter\Clutter_Grass_Plants_Deradune\clutter_grass_plants_leafy_deradune_001.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Plants_Deradune\clutter_grass_plants_leafy_deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Plants_Deradune\clutter_grass_plants_bushy_deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Plants_Deradune\clutter_grass_plants_bushy_deradune_001.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Plants_Deradune\clutter_grass_plants_flower_deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Grass_Plants_Deradune\clutter_grass_plants_flower_deradune_001.m3",0.02,0.02,1,0.1,0.01,0.01,2,2,2,2,2,0,1,1.75,5,4,2,2,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
74,"<New>",400,0,"","","","","","",0.25,0.1,0.5,0.5,0.2,0.5,2,2,2,6,2,4,0.35,0.5,0.4,1.2,0.4,1.2,-3.12414,-3.12414,-3.12414,-0.0872665,-3.12414,-0.0872665,3.12414,3.12414,3.12414,0.0872665,3.12414,0.0872665,0,0,0,0,0,0
75,"SandShore_Cattails_000",175,0,"Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_cattail_deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_cattail_deradune_001.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_cattail_deradune_002.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_cattail_deradune_003.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_cattail_deradune_004.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_cattail_deradune_005.m3",0.2,0.1,0.4,0.6,0.4,0.3,6,6,6,6,6,6,5,6,6,7,6,6,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
76,"SandShore_Broadleaves_000",200,0,"Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_broadleaf_deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_broadleaf_deradune_001.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_broadleaf_deradune_002.m3","","","",0.2,1,0.2,0,0,0,2,2,2,2,2,2,4,2,3,2,1,1,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
77,"SandShore_Seaweed_000",60,0,"Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_dryseaweed_deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_dryseaweed_deradune_001.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_dryseaweed_deradune_002.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_drybulbs_deradune_001.m3","","",0.5,0.5,0.3,0.2,0,0,6,2,2,6,6,6,17,13,10,10,1,1,-1.74533,-1.74533,-1.74533,-3.12414,-3.12414,-3.12414,0,0,0,3.12414,3.12414,3.12414,0,0,0,0,0,0
78,"SandShore_Shells",73,0,"","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_cattail_deradune_002.m3","","","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_seashell_deradune_001.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_seashell_deradune_000.m3",0.35,0.03,0.025,0.02,0.075,0.2,6,6,6,6,6,6,6,6,5,22,5,7,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
79,"<New>",0,0,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"Litter",250,2,"Art\Terrain\Litter\Clutter\litter_clutter_002.m3","Art\Terrain\Litter\Clutter\litter_clutter_003.m3","Art\Terrain\Litter\Clutter\litter_clutter_004.m3","Art\Terrain\Litter\Clutter\litter_clutter_001.m3","Art\Terrain\Litter\Clutter\litter_clutter_005.m3","",0.2,0.2,0.2,0.2,0.1,0,6,6,6,6,6,6,4,4,3,3,1.5,0,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
81,"Deradune_CrumbledDirt_Base",3,0,"Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Gravel_Deradune\Clutter_Dirt_Gravel_Deradune_005.m3","","","","","",1,0.03,0.025,0.05,0.075,0.2,6,6,6,6,6,6,1,9,5,14,6,9,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
82,"Deradune_CrumbledDirt_Stones",50,0,"Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Gravel_Deradune\Clutter_Dirt_Gravel_Deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Gravel_Deradune\Clutter_Dirt_Gravel_Deradune_001.m3","Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Gravel_Deradune\Clutter_Dirt_Gravel_Deradune_003.m3","","","",1,0.03,0.01,0.07,0.075,0.2,6,6,6,6,6,6,6,9,4,12,6,9,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
83,"<New>",125,2,"","","","","","",1,0.5,0.5,0.5,0.009,0,6,6,6,6,6,6,3.2,1.8,1.2,1.7,0.3,1,-3.12414,-0.0872665,0,-0.0872665,-0.0872665,0,3.12414,0.0872665,0.0872665,0.0872665,0.0872665,0,0,0,0,0,0,0
84,"Deradune_Thorns",200,2,"Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Plants_Deradune\clutter_dirt_plants_thorny_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Plants_Deradune\clutter_dirt_plants_thorny_001.m3","Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Plants_Deradune\clutter_dirt_plants_thorny_002.m3","Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Plants_Deradune\clutter_dirt_plants_thorny_003.m3","Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Plants_Deradune\clutter_dirt_plants_bushy_deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Plants_Deradune\clutter_dirt_plants_bushy_deradune_001.m3",0.07,0.05,0.06,0.06,1,1,6,2,2,2,6,6,0.7,1.1,1.5,0.5,7,7,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
85,"Deradune_Dirt_Base",3.25,2,"","","Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Gravel_Deradune\Clutter_Dirt_Gravel_Deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Gravel_Deradune\Clutter_Dirt_Gravel_Deradune_002.m3","Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Gravel_Deradune\Clutter_Dirt_Gravel_Deradune_003.m3","Art\Terrain\_Deradune\Clutter\Clutter_Dirt_Gravel_Deradune\Clutter_Dirt_Gravel_Deradune_004.m3",0.2,0.25,1,1,1,1,6,6,6,6,6,6,4,4,0.1,0.1,0.1,0.1,-3.12414,-3.12414,0,0,0,0,3.12414,3.12414,0,0,0,0,0,0,0,0,0,0
86,"SandShore_Base",2,0,"","","","","","",0.35,0.03,0.025,0.02,0.075,0.2,6,6,6,6,6,6,1,9,5,23,6,9,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
87,"SandShore_Junk_000",3,0,"","","","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_junk_bottle_deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_junk_bottle_deradune_001.m3","",1,1,1,0.01,0.01,0.2,6,6,6,6,6,6,10,10,10,5,6,8,0,0,0,-3.12414,-3.12414,-3.12414,1.74533,1.74533,1.74533,3.12414,3.12414,3.12414,0,0,0,0,0,0
88,"Malgrave_RoadClutter",4,2,"Art\Terrain\_Malgrave\Clutter\Clutter_Road_Malgrave\Clutter_Road_Malgrave_004.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Road_Malgrave\Clutter_Road_Malgrave_005.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Road_Malgrave\Clutter_Road_Malgrave_000.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Road_Malgrave\Clutter_Road_Malgrave_001.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Road_Malgrave\Clutter_Road_Malgrave_002.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Scrub_Malgrave_005.m3",0.075,0.075,0.25,0.3,0.25,0.02,6,6,6,6,6,6,1,1.5,3,2,2,2,-3.12414,-3.12414,-0.0872665,-0.0872665,-0.0872665,-3.12414,3.12414,3.12414,0.0872665,0.0872665,0.0872665,3.12414,0,0,0,0,0,0
89,"Malgrave_Dirt_Flowers_Red",100,0,"Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Flower_Malgrave_000.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Flower_Malgrave_002.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Flower_Malgrave_003.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Flower_Malgrave_004.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Flower_Malgrave_005.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Flower_Malgrave_001.m3",0.15,0.3,0.07,0.1,0.01,0.075,2,2,2,0,2,2,2.5,2.25,3,3.25,2.5,3,-3.10669,-3.10669,-3.10669,-3.10669,-3.10669,-3.10669,3.12414,3.12414,3.10669,3.10669,3.10669,3.10669,0,0,0,0,0,0
