"ID","description","creatureActionSetId","state","event","orderIndex","delayMS","action","actionData00","actionData01","visualEffectId","prerequisiteId"
393,"Exile Minion - MOBA Test",192,0,3,0,0,0,0,0,9203,0
394,"Q4749 - Cargo Lifter - PROP_MISC_01",194,0,0,0,0,0,0,0,9197,0
395,"Q4749 - Cargo Lifter - PROP_MISC_02",194,0,0,0,0,0,0,0,9198,0
396,"Q4749 - Cargo Lifter - PROP_MISC_03",194,0,0,0,0,0,0,0,9199,0
397,"Q4749 - Cargo Lifter - PROP_MISC_04",194,0,0,0,0,0,0,0,9200,0
400,"set195 - initial town - doctor idle 1 (dmarsh)",195,0,0,0,0,0,0,0,0,0
401,"Q4771 - Infinite Default_Sleep",196,0,0,0,0,0,0,0,9209,0
402,"Generic - Infinite - Default_Sleep",197,0,0,0,0,0,0,0,4972,0
403,"Q4756 - Dominion Cannon Death",198,0,0,0,0,0,0,0,9229,0
404,"JudgeKain_EndlessCombatPhase_InCombat",199,1,2,0,0,0,0,0,9474,0
405,"JudgeKain_EndlessCombatPhase_Idle",199,0,0,0,0,0,0,0,9474,0
406,"Q4757 - Fire",200,0,0,0,0,0,0,0,9242,0
408,"GallowCitizen_Beckon",202,0,0,0,5000,0,0,0,9252,0
409,"",203,0,0,0,0,0,0,0,9256,0
410,"Q4762 - Into No-Mans Land",204,0,0,0,0,0,0,0,9262,0
412,"Q4753 - Ground Explode",206,0,0,0,0,0,0,0,9273,0
413,"Q4743 - Smoke",207,0,0,0,0,0,0,0,9270,0
414,"Medic Vignette - Wounded 1 - Galeras",208,0,0,0,0,0,0,0,7466,0
415,"Medic Vignette - Wounded 2 - Galeras",209,0,0,0,0,0,0,0,7468,0
416,"Cinematic_Loop_Ground [Infinite]",210,0,0,0,0,0,0,0,7473,0
421,"Stormtalon's Lair - Stormtalon FX - Eye L",211,1,2,0,0,0,0,0,9291,0
422,"Stormtalon's Lair - Stormtalon FX - Eye R",211,1,2,1,0,0,0,0,9292,0
423,"Stormtalon's Lair - Stormtalon FX - OT",211,1,2,2,0,0,0,0,9293,0
424,"Stormtalon's Lair - Stormtalon Egg FX - OT",212,0,0,0,0,0,0,0,9293,0
425,"Dust Devil Visual",213,0,0,0,0,0,0,0,8799,0
426,"Dust Devil Base Visual",213,0,0,0,0,0,0,0,8800,0
427,"Skug Hatchling Spray",214,0,0,0,0,0,0,0,9306,0
428,"4758 - Objective 1 x",215,0,0,0,0,0,0,0,9589,0
429,"4758 - Objective 2 x",216,0,0,0,0,0,0,0,9590,0
430,"4758 - Objective 3 x",217,0,0,0,0,0,0,0,9591,0
431,"Q4109 - Drill Effects",218,0,0,0,0,0,0,0,7749,6221
432,"Q4756 - Dominion Cannon shock",198,0,0,0,0,0,0,0,9322,0
433,"Q4756 - Dominion Cannon shoot",198,0,0,0,0,0,0,0,9331,0
434,"Q4705 - Inf Rdy",219,0,0,0,0,0,0,0,9329,0
435,"Stormtalon's Lair - Stormtalon FX - Eye L - Idle",211,0,0,0,0,0,0,0,9291,0
436,"Stormtalon's Lair - Stormtalon FX - Eye R - Idle",211,0,0,1,0,0,0,0,9292,0
437,"Stormtalon's Lair - Stormtalon FX - OT - Idle",211,0,0,2,0,0,0,0,9293,0
438,"Granok_Cry",220,0,0,0,0,0,0,0,9336,0
439,"Female_DefaultShrug",221,0,0,0,0,0,0,0,9338,0
440,"Ohgra_Shout",222,0,0,0,5000,0,0,0,9339,0
441,"Sniper Ready Set - Hycrest Adventure",223,0,0,0,0,0,0,0,9360,0
442,"Q4786 - Autopolit Beacon 1",224,0,0,0,0,0,0,0,9366,0
443,"Q4786 - Autopolit Beacon 2",225,0,0,0,0,0,0,0,9367,0
444,"Q4786 - Autopolit Beacon 3",226,0,0,0,0,0,0,0,9368,0
445,"Q4786 - Dust ",227,0,0,0,0,0,0,0,9369,0
446,"Q4786 - Beacon",227,0,0,0,0,0,0,0,9370,0
447,"Generic - Infinite - Default Cower",228,0,0,0,0,0,0,0,7848,0
448,"Stormtalon's Lair - Whirlwind AmbFX Idle",229,0,0,0,0,0,0,0,9384,0
449,"Stormtalon's Lair - Whirlwind BaseFX Idle",229,0,0,0,0,0,0,0,9386,0
450,"Q4741_Generator1_SmokeEffect",230,0,0,0,0,0,0,0,9392,0
452,"Algoroc - Botsmith working on Kain",232,0,0,0,0,0,0,0,9400,0
453,"Stormtalon's Lair - Whirlwind AmbFX Combat",229,1,2,0,0,0,0,0,9384,0
454,"Stormtalon's Lair - Whirlwind BaseFX Combat",229,1,2,0,0,0,0,0,9386,0
455,"Stormtalon's Lair - Whirlwind AmbFX Exit",229,0,3,0,0,0,0,0,9384,0
456,"Stormtalon's Lair - Whirlwind BaseFX Exit",229,0,3,0,0,0,0,0,9386,0
460,"Q4147 - Fence Anchor 1",234,0,0,0,0,0,0,0,9440,0
461,"Q4147 - Fence Anchor 2",234,0,0,0,0,0,0,0,9441,0
462,"Q4147 - Fence Anchor 3",234,0,0,0,0,0,0,0,9442,0
463,"Q4147 - Fence Anchor 4",234,0,0,0,0,0,0,0,9443,0
464,"Q4147 - Fence Anchor 5",234,0,0,0,0,0,0,0,9444,0
465,"Q4147 - Fence Anchor 6",234,0,0,0,0,0,0,0,9445,0
469,"Severus Mine Birth",235,0,0,0,0,0,0,0,25188,0
472,"Q4793 - Ground Fire",236,0,0,0,0,0,0,0,9459,0
474,"Q4793 - Lifter Barrel 1",237,0,0,0,0,0,0,0,9468,0
475,"Q4793 - Lifter Barrel 2",237,0,0,0,0,0,0,0,9470,0
476,"Q4796 - Tank smoke",238,0,0,0,0,0,0,0,9489,0
477,"Default_BasePose [Infinite]",239,0,0,0,0,0,0,0,8069,0
486,"Q4853_TypingAtTerminal",243,0,0,0,0,0,0,0,1362,0
488,"Gronyx - Dirk Kick Up - OnBirth",245,0,0,0,0,0,0,0,9567,0
489,"EAS Security Bot - Shutdown",246,0,0,0,0,0,0,0,6579,0
490,"Blue_Aura",247,0,0,0,0,0,0,0,14804,0
491,"Security_RedAura",248,0,0,0,0,0,0,0,9573,0
494,"Fire",251,0,0,0,0,0,0,0,9574,0
495,"Fire",252,0,0,0,0,0,0,0,9575,0
497,"Hide Weapons",253,0,0,0,0,0,0,0,6589,0
499,"Q4758 - Target Dummy Sword",254,1,2,0,0,0,0,0,9586,0
501,"Q4758 - Target Dummy Sword",254,0,2,0,0,0,0,0,9586,0
503,"Eldan Aura idle",255,0,0,0,0,0,0,0,9592,0
504,"Eldan Aura Combat",255,1,2,0,0,0,0,0,9592,0
505,"Q4758 - Target Dummy Sword",254,0,0,0,0,0,0,0,9586,0
506,"Eldan Aura Exit Combat",255,0,3,0,0,0,0,0,9592,0
507,"Sleep + Stand",256,0,0,0,0,0,0,0,7874,0
508,"Explosion",257,0,0,0,0,0,0,0,9615,0
509,"Auoria - Farmer - Hide Weapons",258,0,0,0,0,0,0,0,6589,5650
510,"Gas can1",259,0,0,0,0,0,0,0,9430,0
511,"Gas can2",259,0,0,0,0,0,0,0,9432,0
512,"Gas can3",259,0,0,0,0,0,0,0,9433,0
513,"Gas can4",259,0,0,0,0,0,0,0,9434,0
515,"Hide Weapons",253,0,0,0,0,0,0,0,6589,0
516,"Stay Within This Circle to Be Hidden",260,0,0,0,0,0,0,0,9684,0
517,"Grazer graze - LKM",261,0,0,0,17000,5,0,0,198,0
520,"",261,0,0,0,0,0,0,0,0,0
521,"Ready Gun",262,0,0,0,0,0,0,0,9707,0
524,"Ready Gun",262,1,0,0,0,0,0,0,9707,0
525,"Shock State",265,0,0,0,0,0,0,0,9716,5729
526,"Discovery - Blood Visual Orb",266,0,0,0,0,0,0,0,9721,0
527,"Use_Loop",267,0,0,0,0,0,0,0,9765,0
528,"NWilds - Act II - Lightning",268,0,0,0,0,0,0,0,9777,0
530,"Q4946_ProtostarDeadState",270,0,0,0,0,0,0,0,9811,0
531,"Nooks_TreeGrab",271,0,0,0,0,0,0,0,9824,0
532,"",272,0,0,0,0,0,0,0,9825,0
533,"",272,0,3,0,0,0,0,0,9825,0
534,"Generic Reload [Infinite]",273,0,0,0,0,0,0,0,8218,0
536,"Generic Kneel Use [Infinite]",274,0,0,0,0,0,0,0,2929,0
537,"Default_Emote_Kneel [Infinite] (With Start/End)",275,2,6,0,0,0,0,0,6982,0
538,"",276,0,0,0,0,0,0,0,9882,0
543,"Generic Fire Small wDecal [Infinite]",277,0,0,0,0,0,0,0,9898,0
544,"Generic Fire Large wDecal [Infinite]",278,0,0,0,0,0,0,0,9899,0
545,"Generic Fire Smolder wDecal [Infinite]",279,0,0,0,0,0,0,0,9900,0
546,"",280,2,0,0,0,0,0,0,4024,0
547,"Default_Emote_Drink_Loop [Infinite]",281,0,0,0,0,0,0,0,9779,0
548,"Generic Kneel Use",282,0,0,0,0,0,0,0,1424,0
549,"BuffBot_MovementLines",283,0,0,0,0,0,0,0,9920,0
552,"OnBirth - Attach Birth to stand VIsual",284,0,0,0,8000,0,0,0,9959,0
553,"Generic Kneel Use [Infinite]",274,1,3,1,0,0,0,0,2929,0
554,"Generic Kneel Use [Infinite]",285,0,3,0,0,0,0,0,10001,0
555,"Generic Kneel Use [Infinite]",285,0,0,0,0,0,0,0,10001,0
556,"Turret shoot",286,0,0,0,0,0,0,0,10016,0
557,"Disguise Detector",287,0,0,0,0,0,0,0,8223,0
558,"Ground Radius",287,0,0,0,0,0,0,0,8129,0
559,"Anim",288,0,0,0,0,0,0,0,6477,0
560,"Hack Effect",288,0,0,0,0,0,0,0,7202,0
561,"Starstem effect",289,0,0,0,0,0,0,0,10062,0
563,"Particle Circle",291,0,0,0,0,0,0,0,1277,0
564,"Circle Indicator",292,0,0,0,0,0,0,0,9684,0
567,"Fire Particles",294,0,0,0,0,0,0,0,10099,0
568,"Smoke",294,0,0,0,0,0,0,0,34626,0
569,"Ground Smolder",294,0,0,0,0,0,0,0,10103,0
570,"OpenedDropPod_Smoke",295,0,0,0,0,0,0,0,10104,0
571,"Explosion Dirt",296,0,0,0,0,0,0,0,10129,0
572,"",296,0,0,0,0,0,0,0,10110,0
574,"Closed",298,0,0,0,0,0,0,0,1533,0
575,"Break Effects",299,0,0,0,0,0,0,0,10143,0
576,"OnBirth - state 0",284,0,0,1,3000,0,1,0,10146,0
577,"ShockWave",300,0,0,0,1000,0,0,0,10152,0
579,"Q4181 Kneel Use [Infinite]",302,0,3,0,0,0,0,0,10175,0
580,"Q4829 - Base Effect",303,0,0,0,0,0,0,0,10176,0
581,"Q4829 - Base Effect 2",303,0,0,0,0,0,0,0,10177,0
582,"Q4181 Kneel Use [Infinite]",302,0,0,0,0,0,0,0,10175,0
584,"",305,0,0,0,0,0,0,0,10219,0
585,"",305,0,0,0,0,0,0,0,10220,0
586,"TempHead",306,0,0,0,0,0,0,0,10263,0
587,"TempHead",306,1,2,0,0,0,0,0,10263,0
588,"TempHead",306,0,3,0,0,0,0,0,10263,0
589,"TempHead",307,0,0,0,0,0,0,0,10263,0
590,"TempHead",307,0,2,0,0,0,0,0,10263,0
591,"TempHead",307,0,3,0,0,0,0,0,10263,0
595,"Ground Fire",308,0,0,0,0,0,0,0,9858,0
596,"Ground Fire 2",308,0,0,0,0,0,0,0,9859,0
597,"Ground Smoke",308,0,0,0,0,0,0,0,9864,0
598,"",306,0,0,0,0,0,0,0,10272,0
599,"",306,1,2,0,0,0,0,0,10272,0
600,"",306,0,3,0,0,0,0,0,10272,0
604,"",306,0,0,0,0,0,0,0,10279,0
605,"",306,1,2,0,0,0,0,0,10279,0
606,"",306,0,3,0,0,0,0,0,10279,0
607,"Flame Sword",309,0,0,0,0,0,0,0,10284,0
608,"Crashed Drop Pod - Fire",310,0,0,0,0,0,0,0,10286,0
609,"Crashed Drop Pod - Fire",310,0,0,0,0,0,0,0,10287,0
610,"Genereic Smoke Very Large [Infinite]",311,0,0,0,0,0,0,0,10291,0
611,"Anim",312,0,0,0,0,0,0,0,6477,0
612,"Vis",312,0,0,0,0,0,0,0,7202,0
613,"Vis Effect",313,0,0,0,0,0,0,0,7202,0
614,"Pollen - Galeras - Tract 4 - Scientist",314,0,0,0,0,0,0,0,10303,0
615,"",315,0,0,0,0,0,0,0,9964,0
616,"",306,0,0,0,0,0,0,0,10331,0
617,"",306,0,0,0,0,0,0,0,10335,0
618,"",306,1,2,0,0,0,0,0,10331,0
619,"",306,0,3,0,0,0,0,0,10331,0
620,"",306,1,2,0,0,0,0,0,10335,0
621,"",306,0,3,0,0,0,0,0,10335,0
622,"Mirage Despawn Effect",316,0,1,0,0,0,0,0,10249,0
623,"Dirt",218,0,0,0,0,0,0,0,7750,6221
624,"Aura",317,0,0,0,0,0,0,0,1277,0
625,"Light",317,0,0,0,0,0,0,0,10421,0
626,"",318,0,0,0,0,0,0,0,1362,0
629,"Back - Combat",319,1,0,0,0,0,0,0,10485,0
630,"Back - Idle",319,0,0,0,0,0,0,0,10485,0
631,"Q4955 Invis Shock Ball",320,0,0,0,0,0,0,0,10520,0
632,"Frozen Solid - Snow Cling to Body [Infinite]",321,0,0,0,0,0,0,0,10565,0
633,"Smoke",322,0,0,0,0,0,0,0,10583,0
634,"Shock",322,0,0,0,0,0,0,0,10581,0
635,"Fx_01",322,0,0,0,0,0,0,0,10582,0
636,"Fx_02",322,0,0,0,0,0,0,0,10584,0
637,"Fx_03",322,0,0,0,0,0,0,0,10585,0
638,"Fx_04",322,0,0,0,0,0,0,0,10586,0
639,"Eerie Flower Dust 2",323,0,0,0,0,0,0,0,10613,0
640,"Small Fire",324,0,0,0,0,0,0,0,10590,0
641,"Smoke",324,0,0,0,0,0,0,0,10591,0
642,"Large Fire",325,0,0,0,0,0,0,0,13494,0
643,"Smoke",325,0,0,0,0,0,0,0,10591,0
644,"LoftiteFX",326,0,0,0,0,0,0,0,10593,0
645,"Eerie Flower Dust 1",323,0,0,0,1200,0,0,0,10587,0
646,"q5110 - Targeting Arrow",327,0,0,0,0,0,0,0,10616,0
647,"",328,0,0,0,0,0,0,0,10621,0
648,"Big Fire - Malgrave Adventure",329,0,0,0,0,0,0,0,10638,0
649,"",330,0,0,0,0,0,0,0,0,0
650,"Aura Light Yellow [Infinite]",331,0,0,0,0,0,0,0,1277,0
656,"Radiation Ground Cloud - Malgrave Adventure - DY",337,0,0,0,0,0,0,0,10649,0
657,"Music_Stanza_BLE - Chest [Infinite]",338,0,0,0,0,0,0,0,10916,0
658,"Forest Voice Trail [4s]",339,0,0,0,0,0,0,0,10657,0
659,"Aura Light Yellow [Infinite]",340,0,0,0,0,0,0,0,1277,0
660,"Major Protective Aura [Infinite]",340,0,0,0,0,0,0,0,3391,0
661,"Final Telegraph",341,0,0,0,0,0,0,0,10636,0
663,"Swirly Air FX",343,0,0,0,0,0,0,0,10680,0
664,"[Prototype] Summon Wall (BIRTH) - can",344,0,0,0,0,0,0,0,10693,0
665,"[Prototype] Summon Wall (RISE) - can",344,0,0,0,0,0,0,0,10694,0
666,"Dust FX",344,0,0,0,0,0,0,0,7741,0
670,"State 0 Birth",348,0,0,0,0,0,0,0,10747,0
671,"Cry",349,0,0,0,0,2,0,0,10745,0
672,"Cower",349,0,0,1,0,2,0,0,10746,0
673,"Cower - Combat",349,0,3,0,0,2,0,0,10746,0
674,"Cry - Combat",349,0,3,1,0,2,0,0,10745,0
675,"gloves_cast_loop",350,0,0,0,0,2,0,0,10741,0
676,"use_kneeling",350,0,0,0,0,2,0,0,2929,0
677,"stealth_stand",350,0,0,0,0,2,0,0,10743,0
683,"SmokePlume-OnBirth",353,0,0,0,0,0,0,0,10771,0
684,"Dual_WaveShadow_PPL [Name] [Infinite]",354,0,0,0,0,0,0,0,10774,0
685,"sleep anim infinite",355,0,0,0,0,0,0,0,7691,0
686,"zzz head infinite",355,0,0,0,0,0,0,0,6523,0
687,"Idle PRP_ClickToMove_000",356,0,0,0,0,0,0,0,8028,0
689,"Poison Stream",358,0,0,0,0,0,0,0,9953,0
690,"Smoke",359,0,0,0,0,0,0,0,10296,0
691,"Ready Stand Stance",360,0,0,0,0,0,0,0,10798,0
692,"Hands Behind Back [Infinite]",361,0,0,0,0,0,0,0,10806,0
693,"Fuse",362,0,0,0,0,0,0,0,10818,0
694,"",363,0,0,0,0,0,0,0,9911,0
695,"Holdout Ring",364,0,0,0,0,0,0,0,10833,0
699,"X_Marker_animation",366,0,0,0,0,0,0,0,11255,0
700,"Q5183 - Whimfiber Glow",367,0,0,0,0,0,0,0,10888,0
701,"GroundFire-Smolder-Onbirth",353,0,0,0,0,0,0,0,9900,0
702,"Thayd - Flavor - Infinite Talk",368,2,6,0,0,0,0,0,1530,0
704,"Hide Weapons",370,0,0,0,0,0,0,0,6589,0
705,"Sick Visual",371,0,1,0,0,0,0,0,10650,6798
706,"Generic Hover_Stunned [Infinite]",372,0,0,0,0,0,0,0,22153,0
707,"QuestGiverDead",373,0,0,0,0,0,0,0,10984,0
708,"Steampoolio - Scientist - Whitevale - Tract 1",374,0,0,0,0,0,0,0,10987,0
709,"NWilds - High Priority Sit",375,0,0,0,0,0,0,0,11010,0
710,"Soldier Chevron",376,0,0,0,0,0,0,0,9652,0
711,"Keg Effect",377,0,0,0,0,0,0,0,11018,0
712,"Smoke Billow 20m - FX - Initiate Island [KMS]",378,0,0,0,0,0,0,0,11027,0
713,"Hacking Effect",379,0,0,0,0,0,0,0,9566,0
715,"Poison Effect",381,0,0,0,0,0,0,0,11036,0
717,"State_Wounded_Ground_01 [Infinite]",382,0,0,0,0,0,0,0,9473,0
718,"Algoroc Tract 1 - Chua Collective - Cannon Smoke",383,0,0,0,0,0,0,0,11055,0
719,"Water_BLE (Chest) [Infinite] (sized)",384,0,0,0,0,0,0,0,11063,0
720,"Snow_Magic_BLU (Name) [Infinite] (sized)",385,0,0,0,0,0,0,0,12077,0
721,"XCross_3W_11L_RED",386,0,0,0,0,0,0,0,11072,0
722,"PRP_ClickToMove_000",387,0,0,0,0,0,0,0,11074,0
724,"State_Wounded_Ground_03 [Infinite]",389,0,0,0,0,0,0,0,9475,0
725,"Judge Kain Hologram Effect",390,0,0,0,0,0,0,0,11079,0
726,"Buff_Bot_Enrage_RED_64 (Name) [Infinite] (sized)",391,0,0,0,0,0,0,0,12078,0
727,"HologramBase_Aura_FX",392,0,0,0,0,0,0,0,12398,0
728,"Fungal Shroom Effects",393,0,0,0,0,0,0,0,11121,0
729,"KainsWounded3",394,0,0,0,0,0,0,0,11126,0
731,"KainsWounded3",395,0,0,0,0,0,0,0,11126,0
732,"Q3930 - Cartel Teleport Effect",396,0,0,0,0,0,0,0,11127,0
733,"Q3930 - Cartel Teleport Effect 2",396,0,0,0,0,0,0,0,11128,0
734,"Fire",397,0,0,0,0,0,0,0,11132,0
735,"Explosion",398,0,0,0,0,0,0,0,11134,0
736,"Explosion 2",398,0,0,0,0,0,0,0,11137,0
737,"LaCucaracha_IdleStandState",399,0,0,0,0,0,0,0,11139,0
738,"Destroy Barrel",400,0,0,0,0,0,0,0,0,0
739,"Default_Sit [Infinite]",401,2,6,0,0,0,0,0,4024,0
740,"AugmentedXAS_PoisonEffect",402,0,0,0,0,0,0,0,11165,0
741,"AugmentedXAS_PoisonEffect",402,0,2,0,0,0,0,0,11165,0
742,"AugmentedXAS_PoisonEffect",402,0,3,0,0,0,0,0,11165,0
743,"AugmentedXAS_PoisonEffect",402,0,1,0,0,0,0,0,11165,0
744,"Anomaly Visual",403,0,0,0,0,0,0,0,11168,0
745,"q5112 - Invis Smoke FX - Whitevale - Tract 1",404,0,0,0,0,0,0,0,11205,0
746,"Thayd - Broken Speeder - Sparks Splash",405,0,0,0,0,0,0,0,11211,0
747,"Body on Fire [Infinite] Alive",406,0,0,0,0,0,0,0,5824,0
748,"",407,0,0,0,0,0,0,0,11216,0
750,"",408,0,0,0,0,0,0,0,11221,0
751,"Door open",409,0,0,0,0,0,0,0,0,0
752,"Body on Fire [Infinite] Death",406,0,1,0,0,0,0,0,5824,0
753,"Fungal Spore",410,0,0,0,0,0,0,0,11121,0
754,"Fungal Spore",410,0,2,0,0,0,0,0,11121,0
755,"Algoroc tract 3 - Exo-Lab Event Creautre Effect ",411,0,0,0,0,0,0,0,11247,0
756,"Destealth2",350,0,0,0,0,0,0,0,11175,0
757,"Destealth",350,0,0,0,0,0,0,0,11173,0
758,"Marking Point",412,0,0,0,0,0,0,0,11253,0
759,"Ship Hover FX [Infinite]",413,0,0,0,0,0,0,0,11257,0
760,"RedAura_DotEffect",248,0,0,0,0,0,0,0,11259,0
761,"Smoke",414,0,0,0,0,0,0,0,11293,0
762,"Sparks",414,0,0,0,0,0,0,0,11294,0
763,"Lightning",415,0,0,0,0,0,0,0,11295,0
764,"q5110 - Dead Loop",416,0,0,0,0,0,0,0,11297,0
766,"idle",418,0,0,0,0,0,0,0,11318,0
767,"",419,0,0,0,0,0,0,0,9762,0
768,"idle",420,0,0,0,0,0,0,0,11321,0
769,"test",421,0,0,0,0,0,0,0,11401,0
770,"PROP_MISC01 - Crate",423,2,6,0,0,0,0,0,11406,0
771,"PROP_MISC02 - Crate",423,2,6,0,0,0,0,0,11407,0
772,"PROP_MISC03 - Crate",423,2,6,0,0,0,0,0,11408,0
773,"PROP_MISC06 - Crate",423,2,6,0,0,0,0,0,11409,0
774,"Galeras Adventure - Explosive Charge Telegraph",424,0,0,0,0,0,0,0,11420,0
775,"Unlucky Gambler Passed Out",425,0,0,0,0,0,0,0,7721,0
776,"AugmentedXAS_PoisonEffect",402,1,2,0,0,0,0,0,11165,0
777,"Music_NatureTrail - Chest [Infinite]",426,0,0,0,0,0,0,0,12190,0
778,"Smoke_Scent_GRN - Base [Infinite]",427,0,0,0,0,0,0,0,11467,0
779,"q5112 - Dead Tank - Whitevale - Tract 1",428,0,0,0,0,0,0,0,11466,0
781,"AP_State1_Idle [Infinite]",429,0,0,0,0,0,0,0,8898,0
782,"m802 - Invis Smolder - Whitevale - Tract 1",430,0,0,0,0,0,0,0,0,0
783,"Ship_Fly_Idle",431,0,0,0,0,0,0,0,11559,0
784,"State_Wounded_Ground_02 [Infinite]",432,0,6,0,0,0,0,0,9474,0
785,"Severus Mine",433,0,0,1,0,0,0,0,9447,0
786,"q5333 - Meat Rack Fires - Galeras - Tract 4",434,0,0,0,0,0,0,0,11600,0
787,"q5333 - Meat Rack Fires - Galeras - Tract 4",434,0,0,0,0,0,0,0,11601,0
788,"Q5327 Osun Warlord Aura (OnExitCombat)",435,0,3,0,0,0,0,0,11603,0
789,"Q5327 Osun Witch Eye (OnExitCombat)",436,0,3,0,0,0,0,0,11604,0
790,"Q5327 Osun Warlord Aura (OnBirth)",435,0,0,0,0,0,0,0,11603,0
791,"Q5327 Osun Witch Eye (OnBirth)",436,0,0,0,0,0,0,0,11604,0
792,"Buff Smoke Red - Base [Infinite]",437,0,0,0,0,0,0,0,11613,0
793,"q4678 - Banner Fire - Galeras - Tract 4",438,0,0,0,0,0,0,0,11622,0
796,"Cross",433,0,0,0,0,0,1,0,11628,0
797,"HoldoutParticle",439,0,0,0,0,0,0,0,10833,0
798,"GhostField_BLU [Infinite]",440,0,3,0,0,0,0,0,8939,0
799,"Sit Drink Animation",441,0,0,0,0,0,0,0,11446,0
800,"Mug in Hand",441,0,0,0,0,0,0,0,11447,0
801,"Sit Eat Animation",442,0,0,0,0,0,0,0,8954,0
802,"Cheese in Hand",442,0,0,0,0,0,0,0,11448,0
803,"Green Birth Tracer",443,0,0,0,0,0,0,0,11687,0
814,"Telegraph",446,0,2,0,0,0,0,0,11746,0
815,"Telegraph",446,0,0,0,0,0,0,0,11746,0
816,"q5343 - Basepose - Whitevale - Tract 2",447,0,0,0,0,0,0,0,11756,0
817,"Burst",448,0,0,0,0,0,0,0,11758,0
818,"ScannableLoftite",449,0,0,0,0,0,0,0,11771,0
820,"Justice_Kneel",450,0,0,0,0,0,0,0,11811,0
821,"Blue Smoke Cloud",451,0,0,0,0,0,0,0,11846,0
822,"Ship_Smoke",452,0,0,0,0,0,0,0,11847,0
823,"Generic State_Dead_04 [Infinite]",453,0,0,0,0,0,0,0,7468,0
824,"Generic State_Dead_05 [Infinite]",454,0,0,0,0,0,0,0,7469,0
825,"Gold Bubble",455,0,0,0,0,0,0,0,0,0
832,"Energy",456,0,0,0,0,0,0,0,11872,0
833,"Energy",456,0,2,0,0,0,0,0,11872,0
834,"Telegraph - Green",456,0,0,0,0,0,0,0,11873,0
835,"Telegraph - Green",456,0,2,0,0,0,0,0,11732,0
838,"Energy",457,0,0,0,0,0,0,0,11871,0
839,"Energy",457,0,2,0,0,0,0,0,11871,0
840,"Telegraph - Green",457,0,0,0,0,0,0,0,11873,0
841,"Telegraph - Green",457,0,2,0,0,0,0,0,11732,0
842,"Gold Glow",456,0,0,0,0,0,0,0,11823,0
843,"Gold Glow",456,0,2,0,0,0,0,0,11823,0
844,"Blue Glow",457,0,2,0,0,0,0,0,11834,0
845,"Blue Glow",457,0,0,0,0,0,0,0,11834,0
846,"q5351 - Eldan Defense Laser - Whitevale - Tract 2",458,0,0,0,0,0,0,0,12151,0
847,"Q3930 - Smoke Effect",459,0,0,0,0,0,0,0,11904,0
848,"Dead dude",460,0,0,0,0,0,0,0,11907,0
849,"PRP_HumanSkull_002 attached to base",461,0,0,0,0,0,0,0,11908,0
850,"",462,0,0,0,0,0,0,0,9266,0
851,"",462,0,3,0,0,0,0,0,9266,0
852,"Q5373 Sensor Indicator [Infinite]",463,0,0,0,0,0,0,0,0,0
853,"Q5373 Sensor Indicator [Infinite]",464,0,0,0,0,0,0,0,0,0
854,"Q5373 Sensor Indicator [Infinite]",465,0,0,0,0,0,0,0,0,0
855,"Mist",466,0,0,0,0,0,0,0,11956,0
856,"Mist",466,0,0,0,500,0,0,0,11956,0
857,"Mist",466,0,0,0,1000,0,0,0,11956,0
866,"Q5422 - Ook Head Pike",469,0,0,0,0,0,0,0,11913,0
867,"Q5421 - Yihwa Head Pike",470,0,0,0,0,0,0,0,11912,0
868,"Glow",471,0,0,0,0,0,0,0,11978,0
869,"",472,0,0,0,0,0,0,0,11979,0
870,"",472,0,0,0,0,0,0,0,11980,0
871,"",472,1,2,0,0,0,0,0,11979,0
872,"",472,1,2,0,0,0,0,0,11980,0
875,"Eldan Dome - OnBirth",473,0,0,0,0,0,0,0,11989,0
876,"Eldan Dome - OnEnterCombat",473,0,2,0,0,0,0,0,11989,0
877,"Eldan Emit - OnBirth",473,0,0,0,0,0,0,0,11994,0
878,"Eldan Emit - OnEnterCombat",473,0,2,0,0,0,0,0,11994,0
881,"Energy Glow",474,0,0,0,0,0,0,0,12012,0
882,"Energy Glow",474,0,2,0,0,0,0,0,12012,0
883,"Explosion",474,0,1,0,0,0,0,0,12013,0
886,"Primal Water Spring - Scientist - Whitevale",475,0,0,0,0,0,0,0,12007,0
887,"Generic State_Coffin [Infinite]",476,0,0,0,0,0,0,0,12018,0
888,"Telegraph Ring",477,0,0,0,0,0,0,0,11746,0
889,"Telegraph ring",477,0,2,0,0,0,0,0,11746,0
890,"Generic State_Dead_03 [Infinite]",478,0,0,0,0,0,0,0,7467,0
891,"Generic State_Dead_02 [Infinite]",479,0,0,0,0,0,0,0,7466,0
892,"Stealth VFX",480,0,0,0,0,0,0,0,12048,0
893,"Telegraph",481,0,0,0,0,0,0,0,11619,0
894,"Telegraph",481,0,2,0,0,0,0,0,11619,0
895,"Spawn Effect",482,0,0,0,0,0,0,0,10307,0
896,"Poison Gas Cloud - Q4745",187,2,0,1,0,0,0,0,12093,0
897,"crosshair on chest",483,0,0,0,0,0,0,0,12094,0
898,"Kneel_Use",484,0,0,0,0,0,0,0,10001,0
899,"On Birth: Q5181 - Delivery Point Field",485,0,0,0,0,0,1,0,10893,0
900,"Dirt",486,0,0,0,0,0,0,0,12112,0
901,"Dirt",486,0,2,0,0,0,0,0,12112,0
