"ID","description","item2TypeId","objectModel","objectModelL","objectTexture0","objectTexture1","modelTextureIdObject00","modelTextureIdObject01","skinnedModel","skinnedModelL","skinnedTexture0","skinnedTexture1","modelTextureIdSkinned00","modelTextureIdSkinned01","attachedModel","modelAttachmentIdAttached","attachedTexture0","attachedTexture1","modelTextureIdAttached00","modelTextureIdAttached01","componentRegionFlags","componentPriority","skinMaskMap","skinColorMap","skinNormalMap","skinDyeMap","armorMaskMap","armorColorMap","armorNormalMap","armorDyeMap","modelMeshId00","modelMeshId01","modelMeshId02","modelMeshId03","soundImpactDescriptionId","ItemVisualTypeId","soundReplaceDescriptionId","itemColorSetId","dyeChannelFlags","modelPoseId","modelPoseBlend","shaderPreset00","shaderPreset01"
68,"OLD_Quested_Medium_001_Boots",37,"","","","",0,0,"Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Color.tex","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
69,"OLD_Quested_Medium_001_Chest",33,"","","","",0,0,"Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Chest.M3","","","",0,0,"",0,"","",0,0,2359296,110,"","","","","","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Color.tex","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
70,"OLD_Quested_Medium_001_Gloves",38,"","","","",0,0,"Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Hands.M3","","","",0,0,"",0,"","",0,0,8388608,110,"","","","","","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Color.tex","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
71,"OLD_Quested_Medium_001_Pants",34,"","","","",0,0,"Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Pants.M3","","","",0,0,"",0,"","",0,0,524288,110,"","","","","","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Color.tex","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
72,"OLD_Quested_Medium_001_Shoulders",36,"","","","",0,0,"Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Shoulder.M3","","","",0,0,"",0,"","",0,0,131072,110,"","","","","","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Color.tex","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
73,"OLD_Quested_Medium_001_Head",35,"","","","",0,0,"Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Head.M3","","","",0,0,"",0,"","",0,0,1048576,110,"","","","","","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Color.tex","Art\Item\Armor\Quested\Medium_001\AMR_Quested_Medium_001_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
74,"OLD_Quested_Heavy_001_Gloves",38,"","","","",0,0,"Art\Item\Armor\Quested\Heavy_001\AMR_Quested_Heavy_001_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Color.tex","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Normal.tex","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
75,"OLD_Quested_Heavy_001_Pants",34,"","","","",0,0,"Art\Item\Armor\Quested\Heavy_001\AMR_Quested_Heavy_001_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Color.tex","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Normal.tex","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
76,"OLD_Quested_Heavy_001_Boots",37,"","","","",0,0,"Art\Item\Armor\Quested\Heavy_001\AMR_Quested_Heavy_001_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Color.tex","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Normal.tex","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
77,"OLD_Quested_Heavy_001_Chest",33,"","","","",0,0,"Art\Item\Armor\Quested\Heavy_001\AMR_Quested_Heavy_001_Chest.M3","","","",0,0,"",0,"","",0,0,2359296,110,"","","","","","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Color.tex","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Normal.tex","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
78,"OLD_Quested_Heavy_001_Shoulders",36,"","","","",0,0,"Art\Item\Armor\Quested\Heavy_001\AMR_Quested_Heavy_001_Shoulder.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Color.tex","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Normal.tex","Art\Item\Armor\Quested\Heavy_001\AMR_Heavy_001_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
79,"WPN_Staff_Skeetch_001",50,"Art\Item\Weapon\Staff\Skeetch_Staff_001\WPN_Staff_Skeetch_001.m3","","","",0,0,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,2,0,0,0,0,0,0,0,0
80,"CrystalProd",51,"Art\Item\Quest\CrystalProd\ITM_1H_CrystalProd_Blue_001.M3","","","",0,0,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
81,"FrequencyEmitter",79,"Art\Item\Quest\FrequencyEmitter\ITM_1H_FrequencyEmitter_001.M3","","","",0,0,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
82,"AMR_B_Light_001_Boots",5,"","","","",0,0,"Art\Item\Armor\Light\Light_001\AMR_Light_Light_001_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Light\Light_001\AMR_Light001_Color.tex","Art\Item\Armor\Light\Light_001\AMR_Light001_Normal.tex","Art\Item\Armor\Light\Light_001\AMR_Light001_Dye.tex",0,0,0,0,0,0,0,0,6,0,0,0,0
83,"AMR_B_Light_001_Chest",1,"","","","",0,0,"Art\Item\Armor\Light\Light_001\AMR_Light_Light_001_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\Light\Light_001\AMR_Light001_Color.tex","Art\Item\Armor\Light\Light_001\AMR_Light001_Normal.tex","Art\Item\Armor\Light\Light_001\AMR_Light001_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
84,"AMR_B_Light_001_Gloves",6,"","","","",0,0,"Art\Item\Armor\Light\Light_001\AMR_Light_Light_001_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\Light\Light_001\AMR_Light001_Color.tex","Art\Item\Armor\Light\Light_001\AMR_Light001_Normal.tex","Art\Item\Armor\Light\Light_001\AMR_Light001_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
85,"AMR_B_Light_001_Pants",2,"","","","",0,0,"Art\Item\Armor\Light\Light_001\AMR_Light_Light_001_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\Light\Light_001\AMR_Light001_Color.tex","Art\Item\Armor\Light\Light_001\AMR_Light001_Normal.tex","Art\Item\Armor\Light\Light_001\AMR_Light001_Dye.tex",0,0,0,0,0,0,0,0,2,0,0,0,0
86,"OLD_General_Light_001_Shoulders",36,"","","","",0,0,"Art\Item\Armor\General\Light_001\AMR_General_Light_001_Shoulder.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\General\Light_001\AMR_Light_001_Color.tex","Art\Item\Armor\General\Light_001\AMR_Light_001_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
87,"AMR_C_Light_002_Boots",5,"","","","",0,0,"Art\Item\Armor\Light\Light_002\AMR_Light_Light_002_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Light\Light_002\AMR_Light002_Color.tex","Art\Item\Armor\Light\Light_002\AMR_Light002_Normal.tex","Art\Item\Armor\Light\Light_002\AMR_Light002_Dye.tex",0,0,0,0,0,0,0,0,3,0,0,0,0
88,"AMR_C_Light_002_Chest",1,"","","","",0,0,"Art\Item\Armor\Light\Light_002\AMR_Light_Light_002_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\Light\Light_002\AMR_Light002_Color.tex","Art\Item\Armor\Light\Light_002\AMR_Light002_Normal.tex","Art\Item\Armor\Light\Light_002\AMR_Light002_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
89,"AMR_C_Light_002_Gloves",6,"","","","",0,0,"Art\Item\Armor\Light\Light_002\AMR_Light_Light_002_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\Light\Light_002\AMR_Light002_Color.tex","Art\Item\Armor\Light\Light_002\AMR_Light002_Normal.tex","Art\Item\Armor\Light\Light_002\AMR_Light002_Dye.tex",0,0,0,0,0,0,0,0,6,0,0,0,0
90,"AMR_C_Light_002_Pants",2,"","","","",0,0,"Art\Item\Armor\Light\Light_002\AMR_Light_Light_002_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\Light\Light_002\AMR_Light002_Color.tex","Art\Item\Armor\Light\Light_002\AMR_Light002_Normal.tex","Art\Item\Armor\Light\Light_002\AMR_Light002_Dye.tex",0,0,0,0,0,0,0,0,2,0,0,0,0
91,"OLD_Light_002_Shoulders",36,"","","","",0,0,"Art\Item\Armor\General\Light_002\AMR_General_Light_002_Shoulder.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\General\Light_002\AMR_Light_002_Color.tex","Art\Item\Armor\General\Light_002\AMR_Light_002_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
92,"OLD_General_Light_002_Head",35,"","","","",0,0,"Art\Item\Armor\General\Light_002\AMR_General_Light_002_Head.M3","","","",0,0,"",0,"","",0,0,1048576,110,"","","","","","Art\Item\Armor\General\Light_002\AMR_Light_002_Color.tex","Art\Item\Armor\General\Light_002\AMR_Light_002_normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
93,"AMR_A_Light_003_Boots",5,"","","","",0,0,"Art\Item\Armor\Light\Light_003\AMR_Light_Light_003_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Light\Light_003\AMR_Light003_Color.tex","Art\Item\Armor\Light\Light_003\AMR_Light003_Normal.tex","Art\Item\Armor\Light\Light_003\AMR_Light003_Dye.tex",0,0,0,0,0,0,0,0,3,0,0,0,0
94,"AMR_A_Light_003_Chest",1,"","","","",0,0,"Art\Item\Armor\Light\Light_003\AMR_Light_Light_003_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\Light\Light_003\AMR_Light003_Color.tex","Art\Item\Armor\Light\Light_003\AMR_Light003_Normal.tex","Art\Item\Armor\Light\Light_003\AMR_Light003_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
95,"AMR_A_Light_003_Gloves",6,"","","","",0,0,"Art\Item\Armor\Light\Light_003\AMR_Light_Light_003_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\Light\Light_003\AMR_Light003_Color.tex","Art\Item\Armor\Light\Light_003\AMR_Light003_Normal.tex","Art\Item\Armor\Light\Light_003\AMR_Light003_Dye.tex",0,0,0,0,0,0,0,0,1,0,0,0,0
96,"AMR_A_Light_003_Pants",2,"","","","",0,0,"Art\Item\Armor\Light\Light_003\AMR_Light_Light_003_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\Light\Light_003\AMR_Light003_Color.tex","Art\Item\Armor\Light\Light_003\AMR_Light003_Normal.tex","Art\Item\Armor\Light\Light_003\AMR_Light003_Dye.tex",0,0,0,0,0,0,0,0,3,0,0,0,0
97,"OLD_General_Light_002A_Shoulders",36,"","","","",0,0,"Art\Item\Armor\General\Light_002\AMR_General_Light_002_Shoulder.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\General\Light_002A\AMR_Light_002A_Color.tex","Art\Item\Armor\General\Light_002\AMR_Light_002_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
98,"OLD_General_Light_002A_Head",35,"","","","",0,0,"Art\Item\Armor\General\Light_002\AMR_General_Light_002_Head.M3","","","",0,0,"",0,"","",0,0,1048576,110,"","","","","","Art\Item\Armor\General\Light_002A\AMR_Light_002A_Color.tex","Art\Item\Armor\General\Light_002\AMR_Light_002_normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
99,"OLD_General_Light_002B_Boots",37,"","","","",0,0,"Art\Item\Armor\General\Light_002\AMR_General_Light_002_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\General\Light_002B\AMR_Light_002B_Color.tex","Art\Item\Armor\General\Light_002\AMR_Light_002_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
100,"OLD_General_Light_002B_Chest",33,"","","","",0,0,"Art\Item\Armor\General\Light_002\AMR_General_Light_002_Chest.M3","","","",0,0,"",0,"","",0,0,2359296,110,"","","","","","Art\Item\Armor\General\Light_002B\AMR_Light_002B_Color.tex","Art\Item\Armor\General\Light_002\AMR_Light_002_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
101,"OLD_General_Light_002B_Gloves",38,"","","","",0,0,"Art\Item\Armor\General\Light_002\AMR_General_Light_002_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\General\Light_002B\AMR_Light_002B_Color.tex","Art\Item\Armor\General\Light_002\AMR_Light_002_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
102,"OLD_General_Light_002B_Pants",34,"","","","",0,0,"Art\Item\Armor\General\Light_002\AMR_General_Light_002_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\General\Light_002B\AMR_Light_002B_Color.tex","Art\Item\Armor\General\Light_002\AMR_Light_002_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
103,"OLD_General_Light_002B_Shoulders",36,"","","","",0,0,"Art\Item\Armor\General\Light_002\AMR_General_Light_002_Shoulder.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\General\Light_002B\AMR_Light_002B_Color.tex","Art\Item\Armor\General\Light_002\AMR_Light_002_Normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
104,"OLD_General_Light_002B_Head",35,"","","","",0,0,"Art\Item\Armor\General\Light_002\AMR_General_Light_002_Head.M3","","","",0,0,"",0,"","",0,0,1048576,110,"","","","","","Art\Item\Armor\General\Light_002B\AMR_Light_002B_Color.tex","Art\Item\Armor\General\Light_002\AMR_Light_002_normal.tex","",0,0,0,0,0,0,0,0,7,0,0,0,0
105,"OLD_General_Heavy_003_Boots",37,"","","","",0,0,"Art\Item\Armor\General\Heavy_003\AMR_General_Heavy_003_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Color.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_normal.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
106,"OLD_General_Heavy_003_Chest",33,"","","","",0,0,"Art\Item\Armor\General\Heavy_003\AMR_General_Heavy_003_Chest.M3","","","",0,0,"",0,"","",0,0,2359296,110,"","","","","","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Color.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_normal.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
107,"OLD_General_Heavy_003_Gloves",38,"","","","",0,0,"Art\Item\Armor\General\Heavy_003\AMR_General_Heavy_003_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Color.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_normal.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
108,"OLD_General_Heavy_003_Pants",34,"","","","",0,0,"Art\Item\Armor\General\Heavy_003\AMR_General_Heavy_003_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Color.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_normal.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
109,"OLD_General_Heavy_003_Shoulders",36,"","","","",0,0,"Art\Item\Armor\General\Heavy_003\AMR_General_Heavy_003_Shoulder.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Color.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_normal.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
110,"OLD_General_Heavy_003_Head",35,"","","","",0,0,"Art\Item\Armor\General\Heavy_003\AMR_General_Heavy_003_Head.M3","","","",0,0,"",0,"","",0,0,1048576,110,"","","","","","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Color.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_normal.tex","Art\Item\Armor\General\Heavy_003\AMR_Heavy_003_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
111,"OLD_General_Heavy_004_Boots",37,"","","","",0,0,"Art\Item\Armor\General\Heavy_004\AMR_General_Heavy_004_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_color.tex","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_normal.tex","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
112,"OLD_General_Heavy_004_Chest",33,"","","","",0,0,"Art\Item\Armor\General\Heavy_004\AMR_General_Heavy_004_Chest.M3","","","",0,0,"",0,"","",0,0,2359296,110,"","","","","","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_color.tex","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_normal.tex","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
113,"OLD_General_Heavy_004_Gloves",38,"","","","",0,0,"Art\Item\Armor\General\Heavy_004\AMR_General_Heavy_004_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_color.tex","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_normal.tex","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
114,"OLD_General_Heavy_004_Pants",34,"","","","",0,0,"Art\Item\Armor\General\Heavy_004\AMR_General_Heavy_004_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_color.tex","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_normal.tex","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
115,"OLD_General_Heavy_004_Shoulders",36,"","","","",0,0,"Art\Item\Armor\General\Heavy_004\AMR_General_Heavy_004_Shoulder.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_color.tex","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_normal.tex","Art\Item\Armor\General\Heavy_004\AMR_Heavy_004_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
116,"CHR_Human_M_FacialHair_Black_01",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,2,20,"Art\Character\Human\Male\Textures\CHR_Human_M_Facialhair_01_Mask.tex","Art\Character\Human\Male\Textures\CHR_Human_M_FacialHair_Black_01_Color.tex","Art\Character\Human\Male\Textures\CHR_Human_M_Facialhair_01_Normal.tex","","","","","",52,0,0,0,0,0,0,0,7,0,0,0,0
117,"CHR_Human_M_Underwear_01",70,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,96,20,"Art\Character\Human\Male\Textures\CHR_Human_M_Underwear_01_Mask.tex","Art\Character\Human\Male\Textures\CHR_Human_M_Underwear_01_Color.tex","Art\Character\Human\Male\Textures\CHR_Human_M_Skin_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
118,"WPN_Imperium_Sword_2Hand_OLD",51,"Art\Item\Weapon\Sword_2Hand\Imperium_Sword_2Hand\Imperium_Sword_2H_000.m3","","","",0,0,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,1,0,0,0,0,0,0,0,0
119,"WPN_A_Sword2H_Generic_002A",51,"Art\Item\Weapon\Sword_2Hand\Sword_2H_002\WPN_Sword2H_Generic_002.m3","","Art\Item\Weapon\Sword_2Hand\Sword_2H_002\WPN_Sword_2H_002A_color.tex","Art\Item\Weapon\Sword_2Hand\Sword_2H_002\WPN_Sword_2H_002A_Normal.tex",3,4,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,1,0,0,0,0,0,0,0,0
120,"WPN_A_Sword2H_Generic_002B",51,"Art\Item\Weapon\Sword_2Hand\Sword_2H_002\WPN_Sword2H_Generic_002.m3","","Art\Item\Weapon\Sword_2Hand\Sword_2H_002\WPN_Sword_2H_002B_color.tex","Art\Item\Weapon\Sword_2Hand\Sword_2H_002\WPN_Sword_2H_002B_Normal.tex",3,4,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,1,0,0,0,0,0,0,0,0
121,"WPN_A_Sword2H_Generic_003A",51,"Art\Item\Weapon\Sword_2Hand\Sword_2H_003\WPN_Sword2H_Generic_003.m3","","Art\Item\Weapon\Sword_2Hand\Sword_2H_003\WPN_Sword_2H_003A_color.tex","Art\Item\Weapon\Sword_2Hand\Sword_2H_003\WPN_Sword_2H_003A_Normal.tex",3,4,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,1,0,0,0,0,0,0,0,0
122,"WPN_A_Sword2H_Generic_003B",51,"Art\Item\Weapon\Sword_2Hand\Sword_2H_003\WPN_Sword2H_Generic_003.m3","","Art\Item\Weapon\Sword_2Hand\Sword_2H_003\WPN_Sword_2H_003B_color.tex","Art\Item\Weapon\Sword_2Hand\Sword_2H_003\WPN_Sword_2H_003B_Normal.tex",3,4,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,1,0,0,0,0,0,0,0,0
127,"WPN_A_Sword2H_Generic_004A",51,"Art\Item\Weapon\Sword_2Hand\Sword_2H_004\WPN_Sword2H_Generic_004.m3","","Art\Item\Weapon\Sword_2Hand\Sword_2H_004\WPN_Sword_2H_004A_color.tex","Art\Item\Weapon\Sword_2Hand\Sword_2H_004\WPN_Sword_2H_004A_normal.tex",3,4,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,1,0,0,0,0,0,0,0,0
128,"WPN_A_Sword2H_Generic_004B",51,"Art\Item\Weapon\Sword_2Hand\Sword_2H_004\WPN_Sword2H_Generic_004.m3","","Art\Item\Weapon\Sword_2Hand\Sword_2H_004\WPN_Sword_2H_004B_color.tex","Art\Item\Weapon\Sword_2Hand\Sword_2H_004\WPN_Sword_2H_004B_Normal.tex",3,4,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,1,0,0,0,0,0,0,0,0
130,"OLD_General_Heavy_002_Boots_F",37,"","","","",0,0,"Art\Item\Armor\General\Heavy_002\AMR_General_Heavy_002_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Color.tex","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Normal.tex","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
131,"OLD_General_Heavy_002_Chest",33,"","","","",0,0,"Art\Item\Armor\General\Heavy_002\AMR_General_Heavy_002_Chest.M3","","","",0,0,"",0,"","",0,0,2359296,110,"","","","","","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Color.tex","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Normal.tex","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
132,"OLD_General_Heavy_002_Gloves",38,"","","","",0,0,"Art\Item\Armor\General\Heavy_002\AMR_General_Heavy_002_Hands.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Color.tex","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Normal.tex","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
133,"OLD_General_Heavy_002_Pants",34,"","","","",0,0,"Art\Item\Armor\General\Heavy_002\AMR_General_Heavy_002_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Color.tex","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Normal.tex","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
134,"OLD_General_Heavy_002_Shoulders",36,"","","","",0,0,"Art\Item\Armor\General\Heavy_002\AMR_General_Heavy_002_Shoulder.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Color.tex","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Normal.tex","Art\Item\Armor\General\Heavy_002\AMR_Heavy_002_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
135,"CHR_Human_M_Face_01",63,"","","","",0,0,"Art\Character\Human\Male\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,284,10,"","Art\Character\Human\Male\Textures\CHR_Human_M_Face_01_Color.tex","Art\Character\Human\Male\Textures\CHR_Human_M_Face_01_Normal.tex","","","","","",12,0,0,0,0,0,0,0,7,0,0,0,0
